DAY,SYMBOL,PRICE
2024-05-12 00:00:00.000,RPL,19.705779936
2024-05-12 00:00:00.000,REN,0.0556506438
2024-05-12 00:00:00.000,PAXG,2339.028436289
2024-05-12 00:00:00.000,ENS,13.956019366
2024-05-12 00:00:00.000,ARB,1.001073453
2024-05-12 00:00:00.000,CDAI,0.02327598821
2024-05-12 00:00:00.000,STG,0.4706870934
2024-05-12 00:00:00.000,GFI,2.025502714
2024-05-12 00:00:00.000,MKR,2697.889142743
2024-05-12 00:00:00.000,WBTC,61107.113179289
2024-05-12 00:00:00.000,CWBTC,1226.698194727
2024-05-12 00:00:00.000,FRAX,0.9981200899
2024-05-12 00:00:00.000,USDC,0.9992920799
2024-05-12 00:00:00.000,MPL,12.979987755
2024-05-12 00:00:00.000,COMP,54.094502176
2024-05-12 00:00:00.000,WSTETH,3407.611225522
2024-05-12 00:00:00.000,BAL,3.415458404
2024-05-12 00:00:00.000,CELR,0.02645908675
2024-05-12 00:00:00.000,WETH,2923.630833428
2024-05-12 00:00:00.000,AAVE,83.008767793
2024-05-12 00:00:00.000,G,0.00296601574
2024-05-12 00:00:00.000,RSR,0.006076670013
2024-05-11 00:00:00.000,REN,0.05770480073
2024-05-11 00:00:00.000,ARB,1.000032183
2024-05-11 00:00:00.000,WETH,2915.597823474
2024-05-11 00:00:00.000,WSTETH,3398.573921346
2024-05-11 00:00:00.000,MPL,13.101423088
2024-05-11 00:00:00.000,PAXG,2339.83752177
2024-05-11 00:00:00.000,SOL,145.27088385
2024-05-11 00:00:00.000,WBTC,60892.619909923
2024-05-11 00:00:00.000,CETH,58.587875185
2024-05-11 00:00:00.000,GFI,1.944908311
2024-05-11 00:00:00.000,CWBTC,1222.938707695
2024-05-11 00:00:00.000,USDC,0.9994400184
2024-05-11 00:00:00.000,AAVE,83.45784665
2024-05-11 00:00:00.000,MKR,2692.281763977
2024-05-11 00:00:00.000,UNI,7.128672082
2024-05-11 00:00:00.000,RSR,0.006210423515
2024-05-11 00:00:00.000,ENS,14.012729762
2024-05-11 00:00:00.000,CDAI,0.02326639889
2024-05-11 00:00:00.000,RETH,3266.532496398
2024-05-11 00:00:00.000,DPI,92.580026731
2024-05-11 00:00:00.000,HOP,0.03583508267
2024-05-11 00:00:00.000,STG,0.4655796929
2024-05-11 00:00:00.000,FRAX,0.9982384178
2024-05-11 00:00:00.000,BAL,3.4220894
2024-05-11 00:00:00.000,RPL,19.339805568
2024-05-11 00:00:00.000,COMP,53.966143575
2024-05-11 00:00:00.000,CELR,0.02711774875
2024-05-11 00:00:00.000,G,0.002946047093
2024-05-10 00:00:00.000,STG,0.4758407492
2024-05-10 00:00:00.000,UNI,7.397726593
2024-05-10 00:00:00.000,ARB,1.028729924
2024-05-10 00:00:00.000,CWBTC,1249.598410226
2024-05-10 00:00:00.000,ENS,14.310764868
2024-05-10 00:00:00.000,FRAX,0.9983144212
2024-05-10 00:00:00.000,G,0.002978660681
2024-05-10 00:00:00.000,PAXG,2343.247968627
2024-05-10 00:00:00.000,SOL,151.348670284
2024-05-10 00:00:00.000,USDC,0.9987989697
2024-05-10 00:00:00.000,BAL,3.534982968
2024-05-10 00:00:00.000,RSR,0.006467672302
2024-05-10 00:00:00.000,DPI,95.484201548
2024-05-10 00:00:00.000,RPL,19.723579451
2024-05-10 00:00:00.000,MPL,13.356787104
2024-05-10 00:00:00.000,COMP,57.040519488
2024-05-10 00:00:00.000,RETH,3304.255723636
2024-05-10 00:00:00.000,WETH,2991.744108635
2024-05-10 00:00:00.000,CETH,60.112232526
2024-05-10 00:00:00.000,CELR,0.02777751277
2024-05-10 00:00:00.000,CDAI,0.02325842197
2024-05-10 00:00:00.000,REN,0.06090862819
2024-05-10 00:00:00.000,WSTETH,3487.85806325
2024-05-10 00:00:00.000,HOP,0.03589623699
2024-05-10 00:00:00.000,WBTC,62206.343118351
2024-05-10 00:00:00.000,AAVE,88.319858585
2024-05-10 00:00:00.000,GFI,1.962818441
2024-05-10 00:00:00.000,MKR,2704.638479685
2024-05-09 00:00:00.000,FRAX,0.9982664797
2024-05-09 00:00:00.000,ARB,1.024583393
2024-05-09 00:00:00.000,MKR,2707.009586289
2024-05-09 00:00:00.000,WETH,2993.418685755
2024-05-09 00:00:00.000,CETH,60.139599895
2024-05-09 00:00:00.000,SOL,144.772021286
2024-05-09 00:00:00.000,ENS,14.255285058
2024-05-09 00:00:00.000,UNI,7.367224728
2024-05-09 00:00:00.000,PAXG,2311.421724862
2024-05-09 00:00:00.000,WBTC,61640.429547127
2024-05-09 00:00:00.000,REN,0.05957461318
2024-05-09 00:00:00.000,HOP,0.03650120827
2024-05-09 00:00:00.000,RSR,0.006340870691
2024-05-09 00:00:00.000,AAVE,87.341335973
2024-05-09 00:00:00.000,RETH,3275.573849928
2024-05-09 00:00:00.000,MPL,13.33570506
2024-05-09 00:00:00.000,DPI,95.059712135
2024-05-09 00:00:00.000,CDAI,0.02326311337
2024-05-09 00:00:00.000,CELR,0.02636885521
2024-05-09 00:00:00.000,COMP,57.04960487
2024-05-09 00:00:00.000,RPL,19.997783834
2024-05-09 00:00:00.000,BAL,3.506802681
2024-05-09 00:00:00.000,GFI,1.863251919
2024-05-09 00:00:00.000,CWBTC,1237.20082357
2024-05-09 00:00:00.000,USDC,0.998677766
2024-05-09 00:00:00.000,G,0.003226836854
2024-05-09 00:00:00.000,WSTETH,3486.719518078
2024-05-09 00:00:00.000,STG,0.4748214975
2024-05-08 00:00:00.000,MKR,2762.97442474
2024-05-08 00:00:00.000,DPI,96.951891146
2024-05-08 00:00:00.000,PAXG,2295.180321035
2024-05-08 00:00:00.000,STG,0.4715802873
2024-05-08 00:00:00.000,WETH,3007.416708867
2024-05-08 00:00:00.000,SOL,146.935318871
2024-05-08 00:00:00.000,RSR,0.006549003398
2024-05-08 00:00:00.000,AAVE,87.427027882
2024-05-08 00:00:00.000,COMP,56.024294797
2024-05-08 00:00:00.000,FRAX,0.9981709029
2024-05-08 00:00:00.000,REN,0.05931725793
2024-05-08 00:00:00.000,CELR,0.02545020306
2024-05-08 00:00:00.000,HOP,0.03703190552
2024-05-08 00:00:00.000,ENS,14.26421756
2024-05-08 00:00:00.000,RPL,20.655481019
2024-05-08 00:00:00.000,RETH,3293.734608498
2024-05-08 00:00:00.000,ARB,1.027050331
2024-05-08 00:00:00.000,WSTETH,3504.458316462
2024-05-08 00:00:00.000,GFI,1.955693406
2024-05-08 00:00:00.000,MPL,13.79369461
2024-05-08 00:00:00.000,BAL,3.51693893
2024-05-08 00:00:00.000,CWBTC,1252.494431485
2024-05-08 00:00:00.000,CETH,60.448196208
2024-05-08 00:00:00.000,UNI,7.394519021
2024-05-08 00:00:00.000,USDC,0.9999988999
2024-05-08 00:00:00.000,CDAI,0.0232537506
2024-05-08 00:00:00.000,WBTC,62330.121864654
2024-05-08 00:00:00.000,G,0.003440514862
2024-05-07 00:00:00.000,RPL,20.570635652
2024-05-07 00:00:00.000,RETH,3360.042398382
2024-05-07 00:00:00.000,WSTETH,3581.327537225
2024-05-07 00:00:00.000,SOL,154.801690915
2024-05-07 00:00:00.000,G,0.003901677248
2024-05-07 00:00:00.000,DPI,98.02983842
2024-05-07 00:00:00.000,COMP,56.776512618
2024-05-07 00:00:00.000,PAXG,2299.744935455
2024-05-07 00:00:00.000,STG,0.4863692709
2024-05-07 00:00:00.000,WETH,3073.821788069
2024-05-07 00:00:00.000,FRAX,0.9983827357
2024-05-07 00:00:00.000,CETH,61.78129628
2024-05-07 00:00:00.000,CELR,0.02594009258
2024-05-07 00:00:00.000,BAL,3.511231292
2024-05-07 00:00:00.000,MKR,2820.130274476
2024-05-07 00:00:00.000,ENS,14.739407317
2024-05-07 00:00:00.000,RSR,0.006720473402
2024-05-07 00:00:00.000,AAVE,88.89726286
2024-05-07 00:00:00.000,ARB,1.060266038
2024-05-07 00:00:00.000,USDC,1.001073596
2024-05-07 00:00:00.000,GFI,2.063130455
2024-05-07 00:00:00.000,REN,0.06091321472
2024-05-07 00:00:00.000,WBTC,63490.452739568
2024-05-07 00:00:00.000,MPL,14.477755284
2024-05-07 00:00:00.000,HOP,0.03779990655
2024-05-07 00:00:00.000,CDAI,0.02325357174
2024-05-07 00:00:00.000,CWBTC,1276.151660227
2024-05-07 00:00:00.000,UNI,7.544392636
2024-05-06 00:00:00.000,ENS,15.463269723
